year,mileage,tax,mpg,engineSize,price
2015,32462,30,65.7,1.6,9500
2015,41347,145,54.3,2,10995
2015,47907,0,74.3,1.5,8650
2015,45395,0,74.3,1.5,7999
2015,43008,0,65.7,1,7780
2015,37500,30,64.2,1.6,8490
2015,42583,145,52.3,2,13499
2015,35180,115,50.4,2,10500
2015,53549,30,64.2,1.6,5950
2015,21484,125,51.4,1.2,11495
2015,20000,0,65.7,1,8995
2015,26333,30,57.7,1.2,5995
2015,91000,20,67.3,1.6,5995
2015,38934,20,67.3,2.1,16999
2015,63911,0,76.4,1.8,9995
2015,37500,30,64.2,1.6,8290
2015,45596,20,61.4,1,7199
2015,70832,30,64.2,2.1,14800
2015,20000,0,65.7,1,8390
2015,37350,125,51.4,1.2,11490
2015,43512,30,56.5,1.4,11298
2015,31916,235,38.2,1.5,12998
2015,25719,160,49.6,2,17998
2015,74519,125,53.3,1.4,6795
2015,63630,20,67.3,1.6,7561
2015,48603,200,47.1,2,18498
2015,34000,160,51.4,3,19400
2015,16600,30,53.3,1.4,11989
2015,23200,20,68.9,2.1,12995
2015,18000,160,48.7,2,14699
2015,53362,125,60.1,2,10720
2015,90720,125,56.5,2,9000
2015,17456,125,54.3,1.2,7791
2015,35383,125,60.1,2,12995
2015,50211,20,64.2,2.1,14313
2015,44798,0,70.6,1.8,12995
2015,40786,30,64.2,1.6,16699
2015,14631,30,54.3,1.2,7995
2015,33112,200,40.9,2,21745
2015,8700,125,54.3,1.2,7995
2015,13152,30,53.3,1.4,12691
2015,16427,0,65.7,1,7499
2015,62274,0,76.4,1.8,10492
2015,36799,0,78,1.5,10100
2015,22358,30,56.5,1.4,12498
2015,43560,30,62.8,2,13000
2015,51367,30,64.2,2,11800
2015,33720,30,64.2,2.1,18199
2015,54500,30,62.8,2.1,14500
2015,65000,150,46.3,1.6,8191
2015,22586,20,68.9,2,13291
2015,49118,0,80.7,1.4,8291
2015,39972,0,72.4,1.8,11489
2015,15016,300,34.9,2.5,28985
2015,50866,145,55.4,2,11499
2015,59455,145,53.3,2,9350
2015,13300,160,43.5,1.5,15698
2015,18372,125,51.4,1.2,10495
2015,21672,0,65.7,1,8698
2015,82065,30,64.2,2,8500
2015,77607,125,53.3,1.2,4780
2015,49000,0,65.7,1,6999
2015,17987,30,62.8,2,10495
2015,74810,0,78.5,1.6,7295
2015,59222,0,76.4,1.8,12482
2015,46835,30,64.2,2.1,11899
2015,45258,125,54.3,1.2,6210
2015,42916,20,60.1,1.2,6540
2015,40000,20,60.1,1,7981
2015,17568,20,70.6,2.1,17950
2015,82632,0,74.3,1.6,5999
2015,70672,0,74.3,1.5,7050
2015,53847,0,70.6,1.8,12812
2015,26437,20,62.8,1,8990
2015,46294,200,39.8,2,17998
2015,43734,145,52.3,2,15998
2015,51194,0,74.3,1.5,8000
2015,47000,160,49.6,2,11995
2015,33052,165,50.4,2,13689
2015,60632,0,74.3,1.6,6999
2015,48489,150,47.9,2,14900
2015,82094,20,68.9,2,7999
2015,38254,125,56.5,2.1,23549
2015,35141,30,61.4,2,12495
2015,64442,200,47.9,2,14000
2015,41000,30,64.2,2.1,15400
2015,26822,125,54.3,1.2,6490
2015,9892,0,65.7,1,8360
2015,72872,20,68.9,2,8498
2015,51916,0,78.5,1.5,9998
2015,16878,20,64.2,1,6995
2015,30035,20,68.9,1.5,13699
2015,31024,0,65.7,1,8290
2015,150890,30,65.7,2,5795
2015,41528,150,53.3,2,12400
2015,97470,20,68.9,2,9000
2015,73960,30,64.2,2.1,14000
2015,37114,145,48.7,1.5,10329
2015,66992,0,74.3,1.5,6990
2015,53339,0,68.9,1,4688
2015,26000,30,54.3,1.2,5980
2015,48000,0,74.3,1.5,7995
2015,19110,125,54.3,1.2,7799
2015,27392,165,49.6,2,15700
2015,66804,0,74.3,1.5,7299
2015,26275,160,46.3,2,18464
2015,35562,20,72.4,1.6,7499
2015,34921,0,57.7,1,9000
2015,73887,30,61.4,2,10988
2015,30268,125,60.1,2,9950
2015,16688,125,61.4,2.1,16999
2015,74808,125,60.1,2.1,13499
2015,41000,20,60.1,1.2,8695
2015,130000,20,67.3,2,8391
2015,24562,0,67.3,1,6490
2015,42225,200,40.4,1.8,7090
2015,23446,125,57.7,2.1,18499
2015,14295,125,55.4,2.1,19499
2015,48361,0,134.5,2,15899
2015,51344,30,64.2,2.1,13195
2015,34000,145,54.3,3,16295
2015,71280,20,62.8,2.1,13795
2015,57921,0,78.6,1.4,5990
2015,35746,20,67.3,2,15000
2015,131790,0,74.3,2.1,12995
2015,105260,20,60.1,1,5795
2015,26986,0,86,1.5,9500
2015,80280,20,68.9,2,8295
2015,33707,30,64.2,2.1,16499
2015,20790,30,57.7,1.4,12600
2015,32964,125,55.4,2.1,17991
2015,39060,125,53.3,1.4,5510
2015,39844,30,62.8,2,9500
2015,63000,145,54.3,2,12150
2015,48000,20,60.1,1.2,6995
2015,30729,0,78.5,1.8,13900
2015,16373,20,62.8,1,6490
2015,49853,0,88.3,1.5,6810
2015,21529,145,47.9,1.6,10795
2015,36003,145,47.9,1.6,7895
2015,41501,20,68.9,2,9990
2015,43121,30,53.3,1.4,10298
2015,75720,20,62.8,1,6195
2015,19505,0,65.7,1,6998
2015,40275,200,47.9,3,17591
2015,65667,30,61.4,2,9498
2015,25449,30,54.3,1.2,5795
2015,40310,205,41.5,2,12500
2015,131180,125,60.1,2.1,11495
2015,71335,0,74.3,1.6,9595
2015,29050,20,61.4,1.2,9690
2015,36502,125,51.4,1.2,9995
2015,45309,125,60.1,2,9498
2015,65866,325,30.7,4,22995
2015,38561,125,53.3,1.2,6620
2015,11484,325,29.4,4,51995
2015,20514,20,62.8,1,6370
2015,13000,150,56.5,2.1,17900
2015,51000,20,60.1,1,7995
2015,55000,150,47.9,1.4,7000
2015,47012,30,62.8,2.1,14819
2015,16700,20,62.8,1,6118
2015,51879,0,74.3,1.5,8499
2015,23466,20,60.1,1.2,8580
2015,32265,0,78,1.5,11990
2015,22000,20,60.1,1,9995
2015,42379,20,72.4,1.5,11869
2015,14829,20,58.8,1,6700
2015,59872,145,48.7,1.5,9995
2015,41527,160,44.8,1.5,7998
2015,31727,20,58.9,1.2,10495
2015,30324,235,43.5,2.2,15998
2015,28347,30,62.8,2,12995
2015,29000,0,78.5,1.6,7695
2015,24600,125,60.1,1.6,7000
2015,41244,125,58.9,2.1,14699
2015,126000,30,62.8,2,5492
2015,42422,555,28.8,5.5,25499
2015,2263,0,65.7,1,7498
2015,39405,0,65.7,1,6998
2015,56118,30,61.4,2.1,15400
2015,32236,20,70.6,1.5,11900
2015,69010,20,72.4,1.5,9940
2015,39329,125,54.3,1.2,5750
2015,18146,160,45.6,1.5,12950
2015,35995,235,37.7,3.5,19699
2015,25102,200,39.8,2,18498
2015,69000,0,78,1.5,9240
2015,23000,30,58,1.3,6990
2015,40611,20,62.8,1,5091
2015,28301,20,57.7,1.2,7990
2015,9663,30,53.3,1.4,12991
2015,29600,30,62.7,1.6,9000
2015,47541,145,46.3,1.6,8095
2015,23594,125,52.3,1.4,7799
2015,26031,20,58.8,1,5895
2015,38711,20,60.1,1.2,7491
2015,37962,150,53.3,2,9998
2015,28220,20,60.1,1.2,6850
2015,59875,20,70.6,1.5,10985
2015,66000,235,42.8,3,22995
2015,67387,0,74.3,1.6,7990
2015,7524,125,53.3,1.2,7310
2015,46079,0,78.5,1.4,7690
2015,105060,20,68.9,2,8000
2015,84280,20,68.9,1.6,6795
2015,19502,30,57.7,1.2,4698
2015,30100,20,72.4,1.5,11234
2015,37376,125,54.3,1.2,6998
2015,19288,20,62.8,1,6300
2015,19367,20,62.8,1,6298
2015,46000,20,64.2,2.1,14899
2015,42870,20,62.8,1,5698
2015,29127,160,49.6,2,15990
2015,35000,150,52.3,2,13495
2015,24000,145,47.9,1.6,7495
2015,10870,125,53.3,1.2,6250
2015,53377,205,39.8,2,16498
2015,102000,0,74.3,1.6,5792
2015,37500,20,62.8,1,6290
2015,37256,30,62.8,2,10200
2015,13539,20,62.8,1,6300
2015,36742,30,57.7,1.2,5295
2015,42391,145,47.9,1.6,10159
2015,38340,0,74.3,1.6,9000
2015,30947,0,65.7,1,7790
2015,40528,20,60.1,1.2,6600
2015,12270,160,44.1,2,17998
2015,23026,200,42.2,2,16990
2015,49605,20,67.3,2,12991
2015,23262,20,60.1,1,6000
2015,26774,125,52.3,1.2,10499
2015,27299,0,70.6,1.8,14995
2015,76050,160,49.6,2,10295
2015,48523,150,54.3,2,11698
2015,29000,160,49.6,2,15490
2015,62706,0,74.3,1.5,8250
2015,44396,20,68.9,1.6,9982
2015,42381,20,62.8,1,5885
2015,25373,20,62.8,1,5995
2015,19184,30,53.3,1.4,10650
2015,27549,0,72.4,1.8,13490
2015,65121,0,74.3,1.5,8151
2015,54005,20,60.1,1,5298
2015,27477,20,60.1,1.2,8000
2015,8500,125,53.3,1.2,7995
2015,32227,20,65.7,1.6,9495
2015,20750,325,30.1,4,59991
2015,83823,0,74.3,1.5,7295
2015,32453,0,78.5,1.4,8800
2015,32914,145,52.3,2,16698
2015,21718,0,65.7,1,8200
2015,21482,0,74.4,1.5,7870
2015,21091,150,47.9,1.6,8795
2015,33767,145,47.1,1.4,6995
2015,46660,0,74.3,1.5,7600
2015,37274,20,70.6,1.5,12299
2015,42031,125,54.3,1.2,6590
2015,25550,0,65.7,1,8222
2015,32437,20,60.1,1.2,10800
2015,19561,145,48.7,1.6,13000
2015,94000,125,58.9,1.6,8995
2015,42540,160,44.1,1.6,7620
2015,21695,20,62.8,1,5298
2015,35653,20,60.1,1,6298
2015,37012,20,61.4,1,7871
2015,33000,20,67.3,2,12995
2015,34667,20,67.3,2,14498
2015,23991,20,62.8,1,5750
2015,50000,20,61.4,1,7475
2015,43450,160,44.8,1.6,8465
2015,27171,30,57.6,1,6589
2015,18996,125,53.3,1.2,6979
2015,27209,0,67.3,1,10420
2015,36050,30,62.8,2.1,13469
2015,27142,20,67.3,2.1,15499
2015,72160,20,60.1,1,6990
2015,35000,125,60.1,1.6,8990
2015,59020,20,67.3,1.6,7499
2015,37300,30,65.7,2,11995
2015,59280,20,62.8,2.1,14295
2015,35000,20,62.8,1,8275
2015,78070,20,64.2,2.1,13000
2015,33801,30,53.3,1.4,10498
2015,29500,125,51.4,1.6,14906
2015,22191,0,65.7,1,8999
2015,49115,30,61.4,2,12500
2015,80140,30,62.8,2.1,11500
2015,24068,0,57.7,1,8899
2015,29112,160,48.7,2,12188
2015,36222,20,68.9,2,10840
2015,67690,125,52.3,1.4,6498
2015,40889,260,35.8,3,17895
2015,38000,145,53.3,2,13995
2015,40000,145,53.3,2,13995
2015,40657,20,58.9,1.6,9998
2015,34066,125,55.4,2.1,18298
2015,21089,125,53.3,1.2,6990
2015,30007,20,62.8,1,8495
2015,34468,0,74.3,1.6,11495
2015,37623,145,54.3,2,14498
2015,24614,20,61.4,1,9250
2015,30540,125,54.3,1.2,5999
2015,31322,205,41.5,2,14465
2015,51836,20,62.8,1,5043
2015,43441,0,88.3,1.5,7160
2015,22409,20,60.1,1.2,8985
2015,63259,20,61.4,1,6999
2015,24363,30,53.3,1.4,11498
2015,79131,20,70.6,1.5,10998
2015,37060,30,64.2,1.5,10995
2015,34945,30,55.4,1,7990
2015,31000,125,53.3,1.2,7995
2015,25699,0,80.7,1.8,12495
2015,42420,20,65.7,1.5,12795
2015,73770,20,68.9,2.1,10795
2015,20487,0,76.4,1.8,14995
2015,42971,20,68.9,1.6,9080
2015,47851,125,55.4,2.1,16250
2015,30301,125,53.3,1.2,6998
2015,41200,0,76.4,1.8,12394
2015,39074,125,53.3,1.2,5703
2015,31670,30,57.7,1.2,7995
2015,32000,200,47.7,2,13495
2015,38829,160,53.3,3,16298
2015,11015,125,54.3,1.2,7700
2015,35670,125,58.9,2,13995
2015,31554,235,38.7,2,16995
2015,53719,125,51.4,1.2,9370
2015,25000,0,134.5,2,18298
2015,69445,145,55.4,2,8470
2015,36801,0,72.4,1.8,13490
2015,28697,205,40.4,1.8,6999
2015,13000,20,62.8,1,9495
2015,76000,200,48.7,3,22250
2015,64734,0,74.3,1.5,8250
2015,32245,20,60.1,1,9500
2015,46850,0,78.6,1.4,7495
2015,80000,0,74.3,1.5,6475
2015,36601,20,67.3,2,11599
2015,29558,20,67.3,2,16995
2015,56037,30,53.3,1.4,9698
2015,26300,0,83.1,1.4,6800
2015,64199,30,62.8,2,9991
2015,48870,200,48.7,2,9995
2015,69205,0,74.3,1.5,7699
2015,34000,145,54.3,2.1,14850
2015,24765,30,58.9,1.2,8290
2015,45607,160,51.4,3,19248
2015,35587,125,56.5,2.1,21745
2015,40521,125,56.5,2,9797
2015,10909,20,62.8,1,6391
2015,18188,200,47.1,2,21995
2015,47355,125,57.6,2,15495
2015,30981,145,52.3,2,14460
2015,60501,0,76.4,1.8,11998
2015,114970,20,68.9,2.1,11295
2015,61350,125,60.1,2,12995
2015,27632,125,50.4,1.4,13990
2015,47360,160,44.1,1.6,7250
2015,33564,125,53.3,1.2,6498
2015,34520,20,58.8,1.2,7995
2015,39839,125,53.3,1.2,5395
2015,54803,20,68.9,2,8973
2015,23960,145,52.3,2,16998
2015,46306,20,61.4,1,7690
2015,66509,125,58.9,2,10995
2015,48547,0,74.3,1.5,8490
2015,23459,145,47.9,1.6,8700
2015,39691,125,52.3,1.4,7290
2015,36550,20,60.1,1.2,7995
2015,53987,0,70.6,1.8,12995
2015,44000,125,54.3,0,6999
2015,37090,0,65.7,1,6997
2015,30544,30,55.4,1,6777
2015,9500,20,60.1,1.2,8995
2015,46062,125,50.4,1.4,12999
2015,30098,125,43.5,2,14620
2015,49442,30,64.2,2,11691
2015,40014,125,53.3,1.2,6000
2015,35331,145,54.3,2,12228
2015,86890,20,64.2,2.1,11295
2015,40891,30,57.6,1,7211
2015,81940,0,78.5,2.1,12295
2015,70744,160,49.6,2,9120
2015,82230,20,65.7,2.1,10500
2015,50000,165,47.9,2,10191
2015,25969,30,64.2,1.5,9998
2015,16130,0,65.7,1,8995
2015,41204,30,57.7,1,8495
2015,44850,145,49.6,1.2,6597
2015,21426,160,44.8,1.5,8845
2015,56700,20,60.1,1.2,7790
2015,18506,30,53.3,1.4,11998
2015,11052,125,54.3,1.2,6998
2015,50000,205,42.2,1.4,8500
2015,25958,155,49.6,2,15499
2015,42077,30,55.4,1,6295
2015,101060,125,55.4,2.1,13000
2015,23624,150,46.3,1.6,8944
2015,23117,205,41.5,2,13338
2015,27609,20,67.3,2,14998
2015,39970,125,55.4,2.1,17721
2015,73785,30,61.4,2,8697
2015,59120,200,47.1,2,17995
2015,9996,30,53.3,1.4,11698
2015,35226,30,64.2,2,10547
2015,52000,20,67.3,2.1,15995
2015,50510,20,68.9,2.1,14295
2015,51805,20,60.1,1.2,7990
2015,29010,0,67.3,1,5360
2015,37634,0,67.3,1,10850
2015,33958,165,42.8,1.6,7495
2015,30178,125,51.4,1.2,9995
2015,120480,125,60.1,2,8000
2015,24770,20,62.8,1,8500
2015,34032,145,52.3,2,11995
2015,20761,30,53.3,1.4,11998
2015,59260,0,74.3,1.5,7695
2015,82370,125,56.5,1.5,11500
2015,130000,20,67.3,2,8391
2015,28000,20,61.4,0,9170
2015,18926,30,64.2,1.6,6998
2015,58655,20,67.3,2,11495
2015,120000,20,67.3,2,8491
2015,38431,30,61.4,2,17498
2015,33000,20,67.3,2,12940
2015,80048,30,64.2,1.6,7389
2015,44499,20,60.1,1.2,7882
2015,12511,125,51.4,1.5,10298
2015,29780,30,53.3,1.4,11891
2015,25199,0,74.3,1.5,8998
2015,45985,20,67.3,2,14798
2015,39901,125,55.4,2,12490
2015,81720,125,60.1,2.1,12295
2015,13419,20,60.1,1.2,9690
2015,44000,145,47.9,1.6,9578
2015,32309,0,65.7,1,8082
2015,46032,125,60.1,2,10441
2015,72450,20,68.9,2,8999
2015,25810,150,53.3,2,15250
2015,40253,20,60.1,1,8000
2015,24000,20,58.9,1.2,7999
2015,115920,30,62.8,2.1,10500
2015,103820,20,68.9,2.1,11695
2015,69930,20,68.9,1.6,13000
2015,70000,0,74.3,1.5,7195
2015,99960,200,45.6,2.1,19500
2015,125160,125,57.7,2.1,10000
2015,16000,165,44.1,1.6,7785
2015,36705,150,54.3,3,15991
2015,7315,160,50.4,3,18995
2015,7315,160,50.4,3,18995
2015,53593,0,78.5,1.5,7410
2015,7315,160,50.4,3,18995
2015,28204,20,68.9,2,9699
2015,14200,20,60.1,1.2,8000
2015,49175,0,83.1,1.4,6340
2015,36941,0,78.6,1.4,5699
2015,45394,125,60.1,2,9000
2015,29726,30,53.3,1.4,10998
2015,36105,150,55.4,2.1,15695
2015,56441,125,53.3,1.2,6110
2015,26868,0,74.3,1.6,8994
2015,19350,160,49.6,2,16990
2015,40417,205,47.7,2,12000
2015,44149,20,60.1,1,7298
2015,52431,30,62.8,2,11698
2015,45063,200,39.8,2,16498
2015,35603,145,53.3,2,11495
2015,31000,20,62.8,1,5490
2015,28861,30,54.3,1.2,6999
2015,23000,20,58.9,0,9072
2015,34000,0,72.4,1.8,12995
2015,38855,125,54.3,1.2,6999
2015,68962,20,68.9,1.6,9240
2015,39622,30,53.3,1.4,9727
2015,18758,125,55.4,2.1,17949
2015,87980,0,134.5,2,13295
2015,30381,30,54.3,1.2,6995
2015,37663,30,53.3,1.4,10498
2015,23806,20,58.8,1.2,8700
2015,29600,145,47.9,1.6,10699
2015,22772,20,58.8,1.2,8075
2015,79779,0,134.5,2,13999
2015,55336,0,67.3,1.5,6999
2015,136760,0,76.4,2.1,10795
2015,86662,20,64.2,2.1,11199
2015,71496,160,51.4,2.1,13499
2015,57090,30,62.8,2.1,14000
2015,10599,145,48.7,1.5,12941
2015,101540,20,64.2,2.1,11500
2015,34701,125,54.3,1.2,6298
2015,81520,20,70.6,1.5,10000
2015,70571,20,68.9,1.5,10999
2015,35059,145,53.3,2,12599
2015,45065,20,68.9,2,11600
2015,24022,20,60.1,1.2,8690
2015,61631,145,53.3,2,7990
2015,31691,0,65.7,1,7200
2015,44588,125,56.6,2.1,16299
2015,24474,125,52.3,1.5,12450
2015,29595,30,62.8,2,11999
2015,62943,30,65.7,2,15998
2015,42410,30,65.7,2,10998
2015,30774,30,54.3,1.2,6498
2015,49151,30,62.8,2,11498
2015,59451,0,74.3,1.5,8295
2015,8064,235,37.7,3,17999
2015,71973,30,62.8,2,11999
2015,18641,200,43.5,2,16899
2015,30585,160,45.6,1.6,13999
2015,23050,0,65.7,1,7995
2015,13996,125,54.3,1.2,7984
2015,42384,160,47.1,2,10995
2015,42602,125,60.1,2,10000
2015,28418,30,58.9,1.4,12762
2015,30401,145,53.3,3,15700
2015,51896,0,134.5,1.8,15995
2015,48937,30,62.8,2,11499
2015,56038,20,68.9,2,9750
2015,55851,20,68.9,2,10145
2015,88187,200,47.1,3,16348
2015,62051,145,56.5,3,14199
2015,51526,160,52.3,2,11399
2015,33746,125,60.1,1.6,8879
2015,47361,235,37.7,3,15642
2015,69431,0,74.3,1.6,9442
2015,17544,125,53.3,1.5,10999
2015,59828,20,72.4,1.5,8999
2015,38783,0,65.7,1,6600
2015,14079,125,56.6,1.5,13200
2015,49018,20,70.6,2,12999
2015,22439,20,60.1,1,9495
2015,25651,125,52.3,1.5,12399
2015,26150,0,65.7,1,8997
2015,45152,30,62.8,2,14998
2015,48653,0,69,1,5998
2015,28334,125,58.9,2,14699
2015,39700,160,50.4,3,20000
2015,30610,0,65.7,1,8130
2015,54790,0,88.3,1.5,6970
2015,27501,30,64.2,2.1,17089
2015,20060,125,54.3,1.2,6950
2015,36359,20,68.9,1.5,13450
2015,35464,20,65.7,2.1,13649
2015,45536,0,69,1,6495
2015,48000,145,54.3,2,16500
2015,36054,145,54.3,2,20850
2015,39000,20,72.4,1.5,8990
2015,45000,125,60.1,2,13490
2015,30000,125,53.3,1.5,10990
2015,50000,125,50.4,1.6,8490
2015,12098,0,69,1,6995
2015,32125,125,57.6,2,14998
2015,37000,30,62.8,2,13990
2015,48867,145,54.3,2,17498
2015,23893,0,83.1,1.5,10499
2015,38551,0,69,1,5995
2015,64797,0,74.3,2,11309
2015,26323,0,65.7,1,8000
2015,31830,0,69,1,5995
2015,28314,555,28.5,4.4,33500
2015,20600,0,67,1,7595
2015,24188,200,47.1,3,27998
2015,12647,0,65.7,1,8295
2015,59216,200,47.9,3,21498
2015,17416,20,67.3,2,15998
2015,42199,160,49.6,3,16559
2015,21062,200,43.5,2,14908
2015,56411,145,55.4,2,7450
2015,36174,205,47.1,3,28000
2015,36620,0,65.7,1,7250
2015,57693,160,44.1,2,10999
2015,23980,0,65.7,1,8109
2015,22980,0,65.7,1,7100
2015,22876,160,44.1,2,16950
2015,35000,125,53.3,1,8790
2015,53716,30,62.8,2,11499
2015,46230,10,64.2,1.8,20500
2015,31321,30,64.2,2,12099
2015,11524,0,83.1,1.5,11100
2015,78217,30,67.3,2,11570
2015,20552,200,40.4,2,15698
2015,64494,145,54.3,2,11978
2015,66144,0,74.3,1.5,7250
2015,31086,205,42.8,2,17490
2015,40276,30,67.3,2,12970
2015,28531,0,69,1,5850
2015,29550,125,53.3,1.5,10790
2015,22447,0,68.9,1.8,19723
2015,23413,235,38.2,3,17899
2015,25152,0,69,1,5698
2015,62574,0,83.1,1.5,8869
2015,31234,0,69,1,6460
2015,43823,200,46.3,2,8300
2015,16000,30,67.3,2,14470
2015,23326,0,65.7,1,9000
2015,42100,200,42.8,2,16689
2015,48911,0,68.9,1.8,18795
2015,34955,30,64.2,2.1,17295
2015,24317,0,69,1,6100
2015,78957,30,62.8,2,12600
2015,31197,0,65.7,1,8489
2015,62346,0,78.5,1.5,9270
2015,32674,0,69,1,5990
2015,47325,0,74.3,1.5,7890
2015,29280,205,41.5,2,12900
2015,42938,200,49.6,3,16970
2015,36010,0,69,1,5999
2015,50316,200,47.9,3,17400
2015,31570,0,69,1,6040
2015,41115,165,51.4,3,16940
2015,57000,145,53.3,2,8495
2015,33902,30,65.7,2,12189
2015,59634,125,61.4,2,11500
2015,89001,30,64.2,2,11970
2015,69002,125,60.1,2,11690
2015,57800,145,54.3,2,14490
2015,59000,0,470.8,0.6,14940
2015,41567,145,54.3,2,19500
2015,20000,125,60.1,2,15499
2015,11872,10,64.2,1.8,22995
2015,47288,30,62.8,2,14450
2015,46041,200,42.2,1.4,7999
2015,79563,125,60.1,2,10900
2015,22797,160,49.6,3,19199
2015,40789,0,74.3,1.5,9100
2015,40517,260,36.2,3,20000
2015,26000,0,67.3,1,11995
2015,20682,145,54.3,1.6,10495
2015,76096,125,60.1,2,12899
2015,32940,30,62.8,2,11399
2015,28656,145,47.9,2,14499
2015,55201,0,80.7,1.6,10490
2015,34995,165,52.3,3,21488
2015,19350,0,134.5,1.8,17495
2015,36713,0,78.5,1.5,9699
2015,35446,145,54.3,2,13995
2015,27026,125,54.3,1.2,6724
2015,56369,0,74.3,1.5,9000
2015,59775,30,62.8,2,13440
2015,44000,20,68.9,2,9990
2015,48885,30,55.4,1,9500
2015,55018,20,65.7,2,9834
2015,55559,300,38.2,3,22782
2015,78913,30,62.8,2,11940
2015,89986,125,60.1,2,11930
2015,28324,0,65.7,1,8800
2015,47354,160,44.8,1.6,9000
2015,46028,125,58.9,2,16999
2015,53584,325,30.7,4,24991
2015,45000,30,64.2,2,16995
2015,68379,0,65.7,1,6291
2015,74375,30,65.7,2,7948
2015,64523,160,51.4,3,14699
2015,39000,20,67.3,2,13995
2015,50405,0,65.7,1,7299
2015,16100,10,64.2,1.8,23300
2015,37204,30,64.2,2,13100
2015,33034,0,65.7,1,7499
2015,38153,0,69,1,6495
2015,75124,20,70.6,2,9700
2015,71501,145,56.5,3,13950
2015,30130,200,46.3,2,8950
2015,12019,200,47.9,2.1,27649
2015,48000,125,50.4,1.6,8490
2015,31915,145,53.3,3,16998
2015,57000,160,51.4,2,12990
2015,76000,160,50.4,3,15490
2015,33882,0,69,1,6974
2015,33000,20,72.4,1.5,10950
2015,43348,30,62.8,2.1,15250
2015,82000,30,62.8,2,12900
2015,49659,165,44.8,1.6,7299
2015,19000,200,47.1,3,22950
2015,25549,30,58.9,1.4,12498
2015,29534,205,41.5,2,12999
2015,87795,125,60.1,2,12498
2015,89000,160,51.4,3,12490
2015,43000,30,65.7,2,9490
2015,36000,160,46.3,2,15990
2015,46316,160,46.3,2,13995
2015,60000,160,51.4,3,15490
2015,43000,125,50.4,1.6,8990
2015,20215,0,69,1,6321
2015,14501,0,78.5,1.5,12498
2015,64000,145,56.5,2,13990
2015,52000,145,56.5,3,25990
2015,83000,20,68.9,2,7490
2015,28807,125,60.1,2.1,18000
2015,29000,145,56.5,3,15990
2015,50000,125,50.4,1.6,8490
2015,27869,30,64.2,2,14190
2015,35183,200,42.2,1.4,8610
2015,49000,125,50.4,1.6,8490
2015,34741,0,65.7,1,7000
2015,47000,30,62.8,2,13490
2015,26000,145,48.7,1.6,9990
2015,25000,20,68.9,2,13990
2015,39000,30,56.5,1.5,8990
2015,48000,30,62.8,2,13990
2015,66000,145,53.3,3,14990
2015,50000,30,67.3,2,10990
2015,52748,145,54.3,2,12499
2015,35000,145,54.3,2,20500
2015,14318,125,54.3,1.2,7100
2015,22967,0,65.7,1,8619
2015,22761,145,54.3,3,21298
2015,33000,145,54.3,2,20500
2015,76000,20,67.3,1.6,7360
2015,17846,300,35.3,3,16314
2015,45693,0,65.7,1,6999
2015,55864,20,70.6,1.6,6700
2015,45000,30,65.7,2,16000
2015,80000,200,47.1,3,22950
2015,28034,200,42.2,1.4,9236
2015,45000,20,72.4,1.5,10991
2015,24678,125,54.3,1.2,8000
2015,35153,20,70.6,1.5,11999
2015,37679,125,58.9,2,14775
2015,46200,30,54.3,1.5,11679
2015,42000,305,35.3,3,17500
2015,27300,0,69,1,5498
2015,40000,125,60.1,2,15490
2015,57640,125,61.4,2,18181
2015,29500,145,54.3,3,17495
2015,11000,125,50.4,1.5,14250
2015,50730,20,68.9,2,12498
2015,50000,200,47.1,3,25900
2015,40346,125,56.5,2.1,18449
2015,63612,145,54.3,2,11499
2015,67000,30,65.7,2,15450
2015,26000,30,67.3,2,11490
2015,60529,30,65.7,2,11450
2015,40960,125,61.4,2,14800
2015,51412,160,49.6,3,17498
2015,59016,145,54.3,2,17000
2015,52000,200,42.2,1.4,7995
2015,73000,145,56.5,3,15450
2015,24000,160,46.3,2,19495
2015,60891,20,68.9,2,9698
2015,63000,125,60.1,2,9700
2015,54000,145,54.3,2,19850
2015,42000,145,54.3,2,20250
2015,16682,0,65.7,1,8600
2015,50000,160,50.4,3,15990
2015,62000,125,50.4,1.6,7990
2015,40000,20,72.4,1.5,8990
2015,73699,125,58.9,3,14992
2015,48000,200,47.1,3,24990
2015,37634,30,64.2,2,12298
2015,42433,30,54.3,1.2,6895
2015,69357,125,60.1,2,9499
2015,76000,30,64.2,2,11490
2015,64194,165,51.4,3,16000
2015,45000,30,65.7,2,10490
2015,38218,165,51.4,3,18500
2015,35500,200,47.9,3,17000
2015,96000,30,62.8,2,10990
2015,18653,0,74.3,1.5,10270
2015,76000,20,68.9,2,9490
2015,61000,30,62.8,2,12990
2015,56329,0,74.3,1.5,7495
2015,30125,0,69,1,6000
2015,43000,145,49.6,1.6,10490
2015,52000,30,62.8,2,13990
2015,25000,205,42.2,1.4,8995
2015,41000,30,54.3,1.2,5495
2015,18230,20,67.3,1.5,10495
2015,14500,0,65.7,1,9995
2015,27221,0,74.3,1.5,10498
2015,45000,160,51.4,3,15490
2015,38000,160,51.4,3,15990
2015,53755,160,52.3,2,19485
2015,37946,20,68.9,1.5,7500
2015,33000,30,64.2,2,12490
2015,42495,125,52.3,2,14490
2015,43617,265,37.2,3,18700
2015,52936,205,47.1,3,26000
2015,39000,30,55.4,1.4,10552
